,timestamp,counter,close,volume,sentiment_score,close_lag1,perc_change_close,sentiment_score_lag1,perc_change_sentiment,sentiment_SMA3mo
66,2022-05-19,9,709.41998,30098900,0.9722742438316345,761.60999,-0.06852589998195799,0.8321746985117594,0.16835352669388493,0.8656063723185706
67,2022-05-20,16,663.90002,48324400,0.8415951132774353,709.41998,-0.06416503803572035,0.9722742438316345,-0.13440562823016475,0.882014685206943
68,2022-05-21,36,0.0,,0.885733942190806,663.90002,-1.0,0.8415951132774353,0.05244663166053839,0.899867766433292
69,2022-05-22,25,0.0,,0.9557552576065064,0.0,0.0,0.885733942190806,0.07905456941449834,0.8943614376915826
70,2022-05-23,16,674.90002,29634500,0.773715078830719,0.0,inf,0.9557552576065064,-0.19046735796324027,0.8717347595426772
71,2022-05-24,4,628.15997,29697500,0.7035443484783173,674.90002,-0.06925477643340415,0.773715078830719,-0.09069324389857779,0.8110048949718475
72,2022-05-25,64,658.79999,30713100,0.8830268308520317,628.15997,0.048777415727398125,0.7035443484783173,0.25511182452380393,0.7867620860536894
73,2022-05-27,1,759.63,29765000,0.9252052307128906,658.79999,0.15305101932378598,0.8830268308520317,0.04776570585081885,0.8372588033477465
74,2022-05-29,1,0.0,,0.9904717206954956,759.63,-1.0,0.9252052307128906,0.07054271616289473,0.9329012607534727
75,2022-05-30,169,0.0,,0.8443599526698773,0.0,0.0,0.9904717206954956,-0.14751735458234047,0.9200123013594212
76,2022-05-31,25,758.26001,33971500,0.8647088527679443,0.0,inf,0.8443599526698773,0.02409979302514705,0.8998468420444391
77,2022-06-01,1,740.37,25749300,0.8335552215576172,758.26001,-0.02359350323644255,0.8647088527679443,-0.0360278851206437,0.8475413423318129
78,2022-06-02,1,775.0,31157700,0.8588801026344299,740.37,0.046773910342126225,0.8335552215576172,0.030381767664402103,0.8523813923199971
79,2022-06-03,1,703.54999,37348100,0.9349367618560791,775.0,-0.0921935612903226,0.8588801026344299,0.08855329048648553,0.8757906953493754
80,2022-06-07,1,716.65997,24269500,0.9097424745559692,703.54999,0.01863404191079594,0.9349367618560791,-0.02694758440142306,0.901186446348826
81,2022-06-08,9,725.59998,25403500,0.9521264036496481,716.65997,0.012474549122647265,0.9097424745559692,0.04658893069092519,0.9322685466872321
82,2022-06-09,49,719.12,32163800,0.8658386213438851,725.59998,-0.008930512925317274,0.9521264036496481,-0.09062639369626607,0.9092358331831676
83,2022-06-10,121,696.69,32512200,0.8838409077037465,719.12,-0.031190899988875222,0.8658386213438851,0.02079173406693229,0.9006019775657599
84,2022-06-11,4,0.0,,0.8169266581535339,696.69,-1.0,0.8838409077037465,-0.07570847758569851,0.8555353957337218
85,2022-06-12,4,0.0,,0.912807285785675,0.0,0.0,0.8169266581535339,0.11736748541032581,0.8711916172143185
86,2022-06-13,1,647.21002,34255800,0.904836893081665,0.0,inf,0.912807285785675,-0.008731736510132806,0.878190279006958
87,2022-06-14,36,662.66998,32662900,0.8577287097771963,647.21002,0.02388708382481474,0.904836893081665,-0.052062624396347484,0.891790962881512
88,2022-06-15,4,699.0,39710600,0.9258643984794617,662.66998,0.054823699724559714,0.8577287097771963,0.0794373418140152,0.8961433337794409
89,2022-06-16,9,639.29999,35796900,0.6480966210365295,699.0,-0.08540773962804009,0.9258643984794617,-0.3000091351380478,0.8105632430977291
90,2022-06-17,1,650.28003,30810900,0.9310484528541565,639.29999,0.017175098031833272,0.6480966210365295,0.4365889631781903,0.8350031574567159
91,2022-06-18,9,0.0,,0.963709553082784,650.28003,-1.0,0.9310484528541565,0.03507991461508152,0.8476182089911567
92,2022-06-21,4,711.10999,40931000,0.9251329898834229,0.0,inf,0.963709553082784,-0.04002924229189146,0.9399636652734545
93,2022-06-23,25,705.21002,34734200,0.8154623508453369,711.10999,-0.008296845892996178,0.9251329898834229,-0.1185458093456441,0.901434964603848
94,2022-06-24,25,737.12,31866500,0.8072936177253723,705.21002,0.045248903298339437,0.8154623508453369,-0.010017302590973798,0.8492963194847106
95,2022-06-26,4,0.0,,0.5785004198551178,737.12,-1.0,0.8072936177253723,-0.28340766339129675,0.7337521294752757
96,2022-06-29,9,685.46997,27632400,0.9263860185941061,0.0,inf,0.5785004198551178,0.6013575561900444,0.7707266853915321
97,2022-07-02,4,0.0,,0.7558585703372955,685.46997,-1.0,0.9263860185941061,-0.18407817565684437,0.7535816695955065
98,2022-07-03,9,0.0,,0.8645987113316854,0.0,0.0,0.7558585703372955,0.14386307870514126,0.8489477667543625
99,2022-07-04,9,0.0,,0.9111841122309366,0.0,0.0,0.8645987113316854,0.05388095111488051,0.8438804646333059
100,2022-07-05,9,0.0,,0.7437541484832764,0.0,0.0,0.9111841122309366,-0.18374987173308582,0.8398456573486328
101,2022-07-07,4,0.0,,0.7694843113422394,0.0,0.0,0.7437541484832764,0.03459498398958048,0.8081408573521508
102,2022-07-08,107584,0.0,,0.8820720115085927,0.0,0.0,0.7694843113422394,0.14631578383965038,0.7984368237780362
103,2022-07-09,90601,0.0,,0.8841599992343357,0.0,0.0,0.8820720115085927,0.002367139755598848,0.8452387740283894
